App_Age,App_Race,birst_constant_one,row
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
34,CAUCASIAN,\N,\N
35,BLACK,\N,\N
35,BLACK,\N,\N
35,BLACK,\N,\N
35,BLACK,\N,\N
35,BLACK,\N,\N
35,BLACK,\N,\N
35,BLACK,\N,\N
35,BLACK,\N,\N
35,BLACK,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
35,CAUCASIAN,\N,\N
36,BLACK,\N,\N
36,BLACK,\N,\N
36,BLACK,\N,\N
36,BLACK,\N,\N
36,BLACK,\N,\N
36,BLACK,\N,\N
36,BLACK,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
36,CAUCASIAN,\N,\N
